,name,assists,bonus,bps,clean_sheets,goals_conceded,goals_scored,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,total_points,transfers_balance,was_home,yellow_cards,opponent_difficulty,element,position,creativity,ict_index,influence,threat,value,perc_min_played,n6_opponent_difficulty,team_code,element_type_1,element_type_2,element_type_3,element_type_4,element_type
268,Ayoze PÃ©rez,0,0,17,0,2,0,0,0,0,0,0,344019,7,-5658,3,0,3.3333333333333335,229,MID,31.8,6.7,17.8,17.0,60,0.34285714285714286,3.166666667,9,0,0,1,0,3
269,Cengiz Ãnder,0,0,3,0,0,0,0,0,0,0,0,26079,1,-1767,3,0,3.3333333333333335,541,MID,0.0,0.0,0.0,0.0,58,0.03492063492063492,3.166666667,9,0,0,1,0,3
270,Christian Fuchs,0,0,0,0,0,0,0,0,0,0,0,134766,0,-11977,3,0,3.3333333333333335,218,DEF,0.0,0.0,0.0,0.0,45,0.0,3.166666667,9,0,1,0,0,2
271,Daniel Amartey,0,0,17,0,1,0,0,0,0,0,0,458433,2,12501,3,0,3.3333333333333335,227,DEF,0.6,2.0,13.2,6.0,39,0.14285714285714285,3.166666667,9,0,1,0,0,2
272,Danny Ward,0,0,0,0,0,0,0,0,0,0,0,80527,0,-953,3,0,3.3333333333333335,223,GK,0.0,0.0,0.0,0.0,44,0.0,3.166666667,9,1,0,0,0,1
273,Demarai Gray,0,0,3,0,0,0,0,0,0,0,0,34833,1,-238,3,0,3.3333333333333335,230,MID,1.3,0.5,0.2,3.0,52,0.02857142857142857,3.166666667,9,0,0,1,0,3
274,Dennis Praet,0,0,12,0,1,0,0,0,0,0,0,101903,2,-7116,3,0,3.3333333333333335,225,MID,16.8,3.9,5.8,16.0,53,0.10317460317460317,3.166666667,9,0,0,1,0,3
275,Filip Benkovic,0,0,0,0,0,0,0,0,0,0,0,10512,0,-137,3,0,3.3333333333333335,237,DEF,0.0,0.0,0.0,0.0,43,0.0,3.166666667,9,0,1,0,0,2
276,Hamza Choudhury,0,0,1,0,0,0,0,0,0,0,0,25448,0,-275,3,1,3.3333333333333335,234,MID,1.9,0.5,1.0,2.0,47,0.08888888888888889,3.166666667,9,0,0,1,0,3
277,Harvey Barnes,2,3,103,2,5,3,0,0,0,0,0,1928077,38,273727,3,0,3.3333333333333335,235,MID,4.6,7.1,32.2,34.0,67,0.8571428571428571,3.166666667,9,0,0,1,0,3
278,Islam Slimani,0,0,0,0,0,0,0,0,0,0,0,37193,0,-1583,3,0,3.3333333333333335,579,FWD,0.0,0.0,0.0,0.0,49,0.0,3.166666667,9,0,0,0,1,4
279,James Justin,0,2,107,2,5,0,0,0,0,0,0,11914667,19,481967,3,2,3.3333333333333335,239,DEF,40.3,7.4,31.4,2.0,50,0.8571428571428571,3.166666667,9,0,1,0,0,2
280,James Maddison,1,3,102,3,3,3,0,0,0,0,0,3196197,33,615525,3,1,3.3333333333333335,231,MID,0.0,0.0,0.0,0.0,72,0.6492063492063492,3.166666667,9,0,0,1,0,3
281,Jamie Vardy,2,0,34,2,3,0,0,0,0,0,0,12577977,15,-103180,3,0,3.3333333333333335,224,FWD,0.2,0.1,1.2,0.0,101,0.6047619047619047,3.166666667,9,0,0,0,1,4
282,Jonny Evans,1,5,126,2,5,0,0,0,0,0,0,241596,27,28769,3,0,3.3333333333333335,219,DEF,31.8,6.9,37.6,0.0,55,0.834920634920635,3.166666667,9,0,1,0,0,2
283,Kasper Schmeichel,0,3,97,2,5,0,0,0,0,0,12,4727478,24,-24676,3,0,3.3333333333333335,217,GK,0.0,0.4,3.6,0.0,55,0.8571428571428571,3.166666667,9,1,0,0,0,1
284,Kelechi Iheanacho,0,0,-3,0,1,0,0,1,0,0,0,131923,2,3771,3,0,3.3333333333333335,233,FWD,1.8,4.5,1.0,42.0,56,0.11746031746031746,3.166666667,9,0,0,0,1,4
285,Luke Thomas,0,0,12,0,1,0,0,0,0,0,0,84667,2,-757,3,0,3.3333333333333335,240,DEF,16.4,3.1,12.6,2.0,42,0.14285714285714285,3.166666667,9,0,1,0,0,2
286,Marc Albrighton,2,0,59,2,4,0,0,0,0,0,0,58158,17,1859,3,1,3.3333333333333335,221,MID,0.0,0.0,0.0,0.0,53,0.6396825396825396,3.166666667,9,0,0,1,0,3
287,Matty James,0,0,0,0,0,0,0,0,0,0,0,133151,0,-3984,3,0,3.3333333333333335,222,MID,0.0,0.0,0.0,0.0,43,0.0,3.166666667,9,0,0,1,0,3
288,Nampalys Mendy,0,0,19,0,1,0,0,0,0,0,0,1067431,3,-55888,3,0,3.3333333333333335,518,MID,5.7,1.3,7.0,0.0,45,0.21904761904761905,3.166666667,9,0,0,1,0,3
289,Ricardo Domingos Barbosa Pereira,0,0,2,0,0,0,0,0,0,0,0,37338,1,1393,3,0,3.3333333333333335,226,DEF,0.0,0.0,0.0,0.0,59,0.020634920634920634,3.166666667,9,0,1,0,0,2
290,Timothy Castagne,0,0,83,2,4,0,0,0,0,0,0,2307709,17,4818,3,0,3.3333333333333335,498,DEF,0.0,0.0,0.0,0.0,57,0.7142857142857143,3.166666667,9,0,1,0,0,2
291,Wes Morgan,0,0,0,0,0,0,0,0,0,0,0,58574,0,-911,3,0,3.3333333333333335,216,DEF,0.0,0.0,0.0,0.0,44,0.0,3.166666667,9,0,1,0,0,2
292,Wesley Fofana,0,1,71,1,4,0,0,0,0,0,0,346920,11,16379,3,2,3.3333333333333335,561,DEF,0.0,0.0,0.0,0.0,50,0.653968253968254,3.166666667,9,0,1,0,0,2
293,Wilfred Ndidi,0,3,80,2,4,1,0,0,0,0,0,296786,18,7304,3,1,3.3333333333333335,236,MID,0.0,0.0,0.0,0.0,48,0.6365079365079365,3.166666667,9,0,0,1,0,3
294,Youri Tielemans,2,8,137,2,5,2,0,0,0,0,0,1029413,36,10864,3,1,3.3333333333333335,228,MID,2.5,1.8,7.4,8.0,64,0.7666666666666667,3.166666667,9,0,0,1,0,3
295,Ãaglar SÃ¶yÃ¼ncÃ¼,0,0,14,0,1,0,0,0,0,0,0,1267937,3,-7551,3,0,3.3333333333333335,238,DEF,0.0,0.0,0.0,0.0,53,0.09682539682539683,3.166666667,9,0,1,0,0,2
296,AdriÃ¡n BernabÃ©,0,0,0,0,0,0,0,0,0,0,0,5708,0,-167,4,0,2.6666666666666665,537,MID,0.0,0.0,0.0,0.0,45,0.0,3.666666667,12,0,0,1,0,3
297,Aymeric Laporte,0,0,7,0,0,0,0,0,0,0,0,1072898,1,-40276,4,0,2.6666666666666665,280,DEF,1.9,1.0,4.2,4.0,60,0.06031746031746032,3.666666667,12,0,1,0,0,2
298,Benjamin Mendy,0,0,0,0,0,0,0,0,0,0,0,738174,0,-44157,4,0,2.6666666666666665,274,DEF,0.0,0.0,0.0,0.0,59,0.0,3.666666667,12,0,1,0,0,2
299,Bernardo Mota Veiga de Carvalho e Silva,1,1,100,3,1,1,0,0,0,0,0,324729,21,39280,4,1,2.6666666666666665,281,MID,26.3,5.7,20.8,10.0,74,0.7587301587301587,3.666666667,12,0,0,1,0,3
300,Claudio Bravo,0,0,0,0,0,0,0,0,0,0,0,10661,0,-116,4,0,2.6666666666666665,267,GK,0.0,0.0,0.0,0.0,45,0.0,3.666666667,12,1,0,0,0,1
301,Cole Palmer,0,0,0,0,0,0,0,0,0,0,0,6483,0,-112,4,0,2.6666666666666665,552,MID,0.0,0.0,0.0,0.0,44,0.0,3.666666667,12,0,0,1,0,3
302,Ederson Santana de Moraes,0,0,119,5,0,0,0,0,0,0,8,3062374,31,167623,4,0,2.6666666666666665,278,GK,0.0,1.4,13.6,0.0,60,0.7142857142857143,3.666666667,12,1,0,0,0,1
303,Eric Garcia,0,0,0,0,0,0,0,0,0,0,0,71944,0,-1285,4,0,2.6666666666666665,288,DEF,0.0,0.0,0.0,0.0,47,0.0,3.666666667,12,0,1,0,0,2
304,Felix Nmecha,0,0,0,0,0,0,0,0,0,0,0,906,0,54,4,0,2.6666666666666665,609,MID,0.0,0.0,0.0,0.0,45,0.0,3.666666667,12,0,0,1,0,3
305,Fernando Luiz Rosa,0,0,39,1,1,0,0,0,0,0,0,331053,8,1257,4,0,2.6666666666666665,266,DEF,0.0,0.0,0.0,0.0,54,0.21904761904761905,3.666666667,12,0,1,0,0,2
306,Ferran Torres,1,0,42,1,0,1,0,0,0,0,0,566761,13,-64674,4,0,2.6666666666666665,287,MID,13.7,3.7,3.0,20.0,69,0.2111111111111111,3.666666667,12,0,0,1,0,3
307,Gabriel Fernando de Jesus,1,0,30,1,0,0,0,0,0,0,0,665300,8,59742,4,0,2.6666666666666665,282,FWD,14.1,2.3,2.8,6.0,91,0.2761904761904762,3.666666667,12,0,0,0,1,4
308,Ilkay GÃ¼ndogan,0,9,193,5,0,6,0,0,0,0,0,1658921,55,783054,4,0,2.6666666666666665,271,MID,18.6,12.0,75.6,26.0,56,0.7380952380952381,3.666666667,12,0,0,1,0,3
309,James Trafford,0,0,0,0,0,0,0,0,0,0,0,54470,0,342,4,0,2.6666666666666665,595,GK,0.0,0.0,0.0,0.0,40,0.0,3.666666667,12,1,0,0,0,1
310,John Stones,0,3,170,5,1,2,0,0,0,0,0,4517766,47,1459765,4,0,2.6666666666666665,273,DEF,4.8,2.3,18.4,0.0,51,0.8571428571428571,3.666666667,12,0,1,0,0,2
311,JoÃ£o Pedro Cavaco Cancelo,1,5,160,4,1,1,0,0,0,0,0,5561476,40,803532,4,1,2.6666666666666665,277,DEF,53.0,15.3,73.4,27.0,58,0.7444444444444445,3.666666667,12,0,1,0,0,2
312,Kevin De Bruyne,3,3,117,4,0,1,0,0,0,0,0,12392378,30,-222112,4,0,2.6666666666666665,272,MID,0.0,0.0,0.0,0.0,119,0.6238095238095238,3.666666667,12,0,0,1,0,3
313,Kyle Walker,0,0,25,1,0,0,0,0,0,0,0,3111733,7,-282489,4,0,2.6666666666666665,270,DEF,0.0,0.0,0.0,0.0,61,0.18571428571428572,3.666666667,12,0,1,0,0,2
314,Liam Delap,0,0,0,0,0,0,0,0,0,0,0,534547,0,5027,4,0,2.6666666666666665,539,FWD,0.0,0.0,0.0,0.0,44,0.0,3.666666667,12,0,0,0,1,4
315,Luke Mbete,0,0,0,0,0,0,0,0,0,0,0,2187,0,233,3,0,2.6,622,DEF,0.0,0.0,0.0,0.0,40,0.0,3.666666667,12,0,1,0,0,2
316,Nathan AkÃ©,0,1,32,1,0,0,0,0,0,0,0,1415080,7,-52267,4,0,2.6666666666666665,279,DEF,0.0,0.0,0.0,0.0,54,0.14285714285714285,3.666666667,12,0,1,0,0,2
317,NicolÃ¡s Otamendi,0,0,0,0,0,0,0,0,0,0,0,93368,0,-698,4,0,2.6666666666666665,269,DEF,0.0,0.0,0.0,0.0,49,0.0,3.666666667,12,0,1,0,0,2
318,Oleksandr Zinchenko,0,2,116,4,1,0,0,0,0,0,0,125282,28,12500,4,0,2.6666666666666665,283,DEF,24.7,4.1,16.6,0.0,55,0.6698412698412698,3.666666667,12,0,1,0,0,2
319,Phil Foden,1,6,105,3,0,2,0,0,0,0,0,3758910,31,1062883,4,0,2.6666666666666665,284,MID,26.8,8.0,14.2,39.0,63,0.5365079365079365,3.666666667,12,0,0,1,0,3
320,Raheem Sterling,3,0,107,4,1,2,0,1,0,0,0,2483124,32,426408,4,0,2.6666666666666665,276,MID,20.8,18.1,55.0,105.0,115,0.6968253968253968,3.666666667,12,0,0,1,0,3
321,Riyad Mahrez,1,1,59,2,1,1,0,0,0,0,0,1933836,17,-346157,4,0,2.6666666666666665,275,MID,33.2,14.2,57.0,52.0,81,0.28253968253968254,3.666666667,12,0,0,1,0,3
322,Rodrigo Hernandez,1,3,81,3,1,0,0,0,0,0,0,212403,17,-1582,4,1,2.6666666666666665,286,MID,9.6,1.9,8.0,1.0,54,0.6603174603174603,3.666666667,12,0,0,1,0,3
323,RÃºben Santos Gato Alves Dias,1,4,169,5,1,0,0,0,0,0,0,4973482,39,959575,4,0,2.6666666666666665,556,DEF,1.5,2.1,19.2,0.0,59,0.8571428571428571,3.666666667,12,0,1,0,0,2
324,Scott Carson,0,0,0,0,0,0,0,0,0,0,0,12678,0,915,4,0,2.6666666666666665,608,GK,0.0,0.0,0.0,0.0,40,0.0,3.666666667,12,1,0,0,0,1
325,Sergio AgÃ¼ero,0,0,3,0,1,0,0,0,0,0,0,627686,2,-36165,4,0,2.6666666666666665,268,FWD,0.0,0.0,0.0,0.0,103,0.026984126984126985,3.666666667,12,0,0,0,1,4
326,Taylor Harwood-Bellis,0,0,0,0,0,0,0,0,0,0,0,2021,0,176,3,0,2.6,623,DEF,0.0,0.0,0.0,0.0,40,0.0,3.666666667,12,0,1,0,0,2
327,Tommy Doyle,0,0,0,0,0,0,0,0,0,0,0,40370,0,-1436,4,0,2.6666666666666665,285,MID,0.0,0.0,0.0,0.0,44,0.0,3.666666667,12,0,0,1,0,3
328,Zack Steffen,0,0,8,0,1,0,0,0,0,0,1,84827,2,1139,4,0,2.6666666666666665,538,GK,0.0,0.0,0.0,0.0,44,0.14285714285714285,3.666666667,12,1,0,0,0,1
329,AdriÃ¡n San Miguel del Castillo,0,0,0,0,0,0,0,0,0,0,0,173022,0,-3412,3,0,3.1666666666666665,245,GK,0.0,0.0,0.0,0.0,43,0.0,3.333333333,11,1,0,0,0,1
330,Alex Oxlade-Chamberlain,0,0,8,0,1,0,0,0,0,0,0,22810,3,503,3,0,3.1666666666666665,248,MID,11.3,2.3,3.0,9.0,63,0.18888888888888888,3.333333333,11,0,0,1,0,3
331,Alisson Ramses Becker,0,3,118,2,4,0,0,0,0,0,13,3162089,25,36543,3,0,3.1666666666666665,252,GK,0.0,1.6,15.8,0.0,59,0.8571428571428571,3.333333333,11,1,0,0,0,1
332,Andrew Robertson,0,3,118,2,4,0,0,0,0,0,0,10200831,22,246463,3,1,3.1666666666666665,255,DEF,32.4,5.0,11.6,6.0,73,0.8571428571428571,3.333333333,11,0,1,0,0,2
333,Caoimhin Kelleher,0,0,0,0,0,0,0,0,0,0,0,63144,0,-7669,3,0,3.1666666666666665,560,GK,0.0,0.0,0.0,0.0,45,0.0,3.333333333,11,1,0,0,0,1
334,Curtis Jones,0,0,27,1,1,0,0,0,0,0,0,700668,7,-13894,3,0,3.1666666666666665,263,MID,11.3,2.1,9.4,0.0,44,0.2777777777777778,3.333333333,11,0,0,1,0,3
335,Diogo Jota,0,0,0,0,0,0,0,0,0,0,0,1445996,0,-252495,3,0,3.1666666666666665,468,MID,0.0,0.0,0.0,0.0,67,0.0,3.333333333,11,0,0,1,0,3
336,Divock Origi,0,0,7,0,0,0,0,0,0,0,0,276693,4,-922,3,0,3.1666666666666665,256,FWD,0.0,0.0,0.0,0.0,52,0.10317460317460317,3.333333333,11,0,0,0,1,4
337,Fabio Henrique Tavares,0,0,63,2,3,0,0,0,0,0,0,477229,9,220,3,3,3.1666666666666665,253,MID,4.5,1.9,13.2,1.0,54,0.7142857142857143,3.333333333,11,0,0,1,0,3
338,Georginio Wijnaldum,0,0,70,1,4,0,0,0,0,0,0,759676,12,-8450,3,0,3.1666666666666665,243,MID,41.8,6.6,18.6,6.0,53,0.746031746031746,3.333333333,11,0,0,1,0,3
339,Harry Wilson,0,0,0,0,0,0,0,0,0,0,0,12259,0,-77,3,0,3.1666666666666665,257,MID,0.0,0.0,0.0,0.0,51,0.0,3.333333333,11,0,0,1,0,3
340,Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,46567,0,-1364,3,0,3.1666666666666665,265,MID,0.0,0.0,0.0,0.0,43,0.0,3.333333333,11,0,0,1,0,3
341,Jake Cain,0,0,0,0,0,0,0,0,0,0,0,1101,0,31,3,0,3.1666666666666665,607,MID,0.0,0.0,0.0,0.0,45,0.0,3.333333333,11,0,0,1,0,3
342,James Milner,0,0,41,1,1,0,0,0,0,0,0,53126,6,-835,3,1,3.1666666666666665,241,MID,0.0,0.0,0.0,0.0,53,0.27936507936507937,3.333333333,11,0,0,1,0,3
343,Joel Matip,1,3,54,0,1,0,0,0,0,0,0,614619,9,-8444,3,1,3.1666666666666665,246,DEF,16.0,5.0,33.8,0.0,55,0.30793650793650795,3.333333333,11,0,1,0,0,2
344,Jordan Henderson,0,0,75,2,3,0,0,0,0,0,0,747745,12,24407,3,0,3.1666666666666665,244,MID,29.4,5.3,21.0,3.0,54,0.7142857142857143,3.333333333,11,0,0,1,0,3
345,Joseph Gomez,0,0,0,0,0,0,0,0,0,0,0,559226,0,-9104,3,0,3.1666666666666665,260,DEF,0.0,0.0,0.0,0.0,53,0.0,3.333333333,11,0,1,0,0,2
346,Konstantinos Tsimikas,0,0,0,0,0,0,0,0,0,0,0,15743,0,-261,3,0,3.1666666666666665,242,DEF,0.0,0.0,0.0,0.0,49,0.0,3.333333333,11,0,1,0,0,2
347,Leighton Clarkson,0,0,0,0,0,0,0,0,0,0,0,1881,0,-34,3,0,3.1666666666666665,601,MID,0.0,0.0,0.0,0.0,45,0.0,3.333333333,11,0,0,1,0,3
348,Mohamed Salah,0,0,20,2,4,0,0,0,0,0,0,19888421,13,637303,3,0,3.1666666666666665,254,MID,21.0,5.3,0.0,33.0,126,0.7666666666666667,3.333333333,11,0,0,1,0,3
349,Naby Keita,0,0,0,0,0,0,0,0,0,0,0,91519,0,-1416,3,0,3.1666666666666665,261,MID,0.0,0.0,0.0,0.0,52,0.0,3.333333333,11,0,0,1,0,3
350,Nathaniel Phillips,0,0,22,1,1,0,0,0,0,0,0,334452,5,-11901,3,2,3.1666666666666665,589,DEF,0.0,0.0,0.0,0.0,40,0.21428571428571427,3.333333333,11,0,1,0,0,2
351,Neco Williams,0,0,0,0,0,0,0,0,0,0,0,2161463,0,-99873,3,0,3.1666666666666665,264,DEF,0.0,0.0,0.0,0.0,40,0.0,3.333333333,11,0,1,0,0,2
352,Rhys Williams,0,0,3,0,1,0,0,0,0,0,0,166946,1,-3474,3,0,3.1666666666666665,594,DEF,0.7,0.9,4.2,4.0,40,0.047619047619047616,3.333333333,11,0,1,0,0,2
353,Roberto Firmino,0,1,65,2,4,1,0,0,0,0,0,2336349,16,262692,3,0,3.1666666666666665,249,FWD,10.3,5.9,5.4,43.0,93,0.7492063492063492,3.333333333,11,0,0,0,1,4
354,Sadio ManÃ©,2,4,108,2,4,2,0,0,0,0,0,3584643,34,64204,3,0,3.1666666666666665,251,MID,15.0,12.1,41.4,65.0,119,0.8571428571428571,3.333333333,11,0,0,1,0,3
355,Takumi Minamino,0,0,3,0,0,0,0,0,0,0,0,82308,1,1475,3,0,3.1666666666666665,258,MID,0.0,0.0,0.0,0.0,60,0.009523809523809525,3.333333333,11,0,0,1,0,3
356,Thiago AlcÃ¡ntara do Nascimento,0,0,54,1,3,0,0,0,0,0,0,482605,8,47849,3,2,3.1666666666666665,531,MID,0.0,0.0,0.0,0.0,57,0.5777777777777777,3.333333333,11,0,0,1,0,3
357,Trent Alexander-Arnold,1,3,128,2,4,1,0,0,0,0,0,6602272,32,38013,3,0,3.1666666666666665,259,DEF,73.0,10.7,18.0,16.0,72,0.834920634920635,3.333333333,11,0,1,0,0,2
358,Virgil van Dijk,0,0,0,0,0,0,0,0,0,0,0,3239513,0,-26234,3,0,3.1666666666666665,250,DEF,0.0,0.0,0.0,0.0,63,0.0,3.333333333,11,0,1,0,0,2
359,Xherdan Shaqiri,0,0,23,1,1,0,0,0,0,0,0,26427,5,721,3,2,3.1666666666666665,247,MID,0.0,0.0,0.0,0.0,64,0.3047619047619048,3.333333333,11,0,0,1,0,3
360,Ahmed El Mohamady,0,0,3,0,0,0,0,0,0,0,0,164996,1,-1105,2,0,3.6666666666666665,29,DEF,0.5,0.1,0.2,0.0,43,0.006349206349206349,3.0,2,0,1,0,0,2
361,Anwar El Ghazi,0,2,73,1,5,2,0,0,0,0,0,1502272,21,299282,2,1,3.6666666666666665,45,MID,35.2,16.9,52.4,81.0,57,0.45714285714285713,3.0,2,0,0,1,0,3
362,Bertrand TraorÃ©,0,1,101,2,6,3,0,0,0,0,0,210797,29,45219,2,0,3.6666666666666665,540,MID,42.2,10.7,38.6,26.0,59,0.6936507936507936,3.0,2,0,0,1,0,3
363,Bjorn Engels,0,0,0,0,0,0,0,0,0,0,0,30507,0,-72,2,0,3.6666666666666665,36,DEF,0.0,0.0,0.0,0.0,44,0.0,3.0,2,0,1,0,0,2
364,Conor Hourihane,0,0,0,0,0,0,0,0,0,0,0,55500,0,-1441,2,0,3.6666666666666665,33,MID,0.0,0.0,0.0,0.0,60,0.0,3.0,2,0,0,1,0,3
365,Douglas Luiz Soares de Paulo,1,0,70,2,8,0,0,0,0,0,0,110308,17,232,2,0,3.6666666666666665,52,MID,3.2,1.4,6.4,4.0,49,0.8539682539682539,3.0,2,0,0,1,0,3
366,Emiliano MartÃ­nez,0,2,143,2,8,0,0,0,0,0,27,14335711,26,458926,2,0,3.6666666666666665,12,GK,0.0,3.4,34.2,0.0,49,0.8571428571428571,3.0,2,1,0,0,0,1
367,Ezri Konsa Ngoyo,0,2,74,1,8,0,0,0,0,0,0,2910714,14,-243942,2,0,3.6666666666666665,46,DEF,0.2,0.4,3.8,0.0,48,0.7857142857142857,3.0,2,0,1,0,0,2
368,FrÃ©dÃ©ric Guilbert,0,0,0,0,0,0,0,0,0,0,0,36316,0,-344,2,0,3.6666666666666665,47,DEF,0.0,0.0,0.0,0.0,43,0.0,3.0,2,0,1,0,0,2
369,Henri Lansbury,0,0,0,0,0,0,0,0,0,0,0,50302,0,-1018,2,0,3.6666666666666665,30,MID,0.0,0.0,0.0,0.0,43,0.0,3.0,2,0,0,1,0,3
370,Indiana Vassilev,0,0,0,0,0,0,0,0,0,0,0,315895,0,1824,2,0,3.6666666666666665,51,FWD,0.0,0.0,0.0,0.0,43,0.0,3.0,2,0,0,0,1,4
371,Jack Grealish,2,3,119,2,8,1,0,0,0,0,0,18063047,27,-334024,2,1,3.6666666666666665,37,MID,67.3,13.5,28.4,39.0,78,0.8523809523809524,3.0,2,0,0,1,0,3
372,Jacob Ramsey,0,0,13,0,2,0,0,0,0,0,0,43197,5,-410,2,0,3.6666666666666665,554,MID,0.0,0.0,0.0,0.0,45,0.06984126984126984,3.0,2,0,0,1,0,3
373,James Bree,0,0,0,0,0,0,0,0,0,0,0,3027,0,-23,2,0,3.6666666666666665,43,DEF,0.0,0.0,0.0,0.0,45,0.0,3.0,2,0,1,0,0,2
374,Jed Steer,0,0,0,0,0,0,0,0,0,0,0,2177018,0,-58123,2,0,3.6666666666666665,32,GK,0.0,0.0,0.0,0.0,40,0.0,3.0,2,1,0,0,0,1
375,John McGinn,0,0,51,1,8,0,0,0,0,0,0,669381,10,-36700,2,1,3.6666666666666665,38,MID,2.2,1.2,9.6,0.0,55,0.7142857142857143,3.0,2,0,0,1,0,3
376,JosÃ© Ignacio Peleteiro Romallo,0,0,0,0,0,0,0,0,0,0,0,20078,0,-116,2,0,3.6666666666666665,34,MID,0.0,0.0,0.0,0.0,59,0.0,3.0,2,0,0,1,0,3
377,Keinan Davis,0,0,9,0,0,0,0,0,0,0,0,4110435,3,198718,2,0,3.6666666666666665,50,FWD,0.0,0.0,0.0,0.0,43,0.015873015873015872,3.0,2,0,0,0,1,4
378,Kortney Hause,0,3,50,1,1,1,0,0,0,0,0,236843,17,42946,2,0,3.6666666666666665,39,DEF,0.2,8.9,51.6,37.0,44,0.2857142857142857,3.0,2,0,1,0,0,2
379,Mahmoud Ahmed Ibrahim Hassan,0,0,3,0,0,0,0,0,0,0,0,231708,2,-12372,2,0,3.6666666666666665,40,MID,0.0,0.0,0.0,0.0,52,0.026984126984126985,3.0,2,0,0,1,0,3
380,Marvelous Nakamba,0,0,18,1,0,0,0,0,0,0,0,348293,3,1551,2,0,3.6666666666666665,44,MID,0.0,0.0,0.0,0.0,43,0.14285714285714285,3.0,2,0,0,1,0,3
381,Matt Targett,2,3,143,3,6,0,0,0,0,0,0,2219369,31,193958,2,0,3.6666666666666665,42,DEF,1.5,2.5,23.6,0.0,46,0.8317460317460318,3.0,2,0,1,0,0,2
382,Matthew Cash,1,4,111,2,8,0,0,0,0,0,0,462154,24,40763,2,0,3.6666666666666665,496,DEF,20.5,4.2,21.4,0.0,50,0.8571428571428571,3.0,2,0,1,0,0,2
383,Mbwana Samatta,0,0,0,0,0,0,0,0,0,0,0,17268,0,-81,2,0,3.6666666666666665,49,FWD,0.0,0.0,0.0,0.0,59,0.0,3.0,2,0,0,0,1,4
384,Neil Taylor,0,0,1,0,2,0,0,0,0,0,0,88104,-1,-883,2,1,3.6666666666666665,31,DEF,0.0,0.0,0.0,0.0,43,0.023809523809523808,3.0,2,0,1,0,0,2
385,Ollie Watkins,3,0,97,2,8,2,0,0,0,0,0,4524351,29,575767,2,0,3.6666666666666665,514,FWD,37.9,20.1,23.2,140.0,61,0.8571428571428571,3.0,2,0,0,0,1,4
386,Ross Barkley,0,0,20,2,3,0,0,0,0,0,0,411449,8,-24742,2,0,3.6666666666666665,106,MID,0.0,0.0,0.0,0.0,59,0.3619047619047619,3.0,2,0,0,1,0,3
387,Tom Heaton,0,0,0,0,0,0,0,0,0,0,0,24961,0,618,2,0,3.6666666666666665,28,GK,0.0,0.0,0.0,0.0,45,0.0,3.0,2,1,0,0,0,1
388,Tyrone Mings,0,0,54,1,7,0,0,0,0,1,0,4700221,7,-311618,2,0,3.6666666666666665,41,DEF,0.2,0.0,0.0,0.0,54,0.6412698412698413,3.0,2,0,1,0,0,2
389,Wesley Moraes,0,0,0,0,0,0,0,0,0,0,0,4843,0,2,2,0,3.6666666666666665,48,FWD,0.0,0.0,0.0,0.0,60,0.0,3.0,2,0,0,0,1,4
390,Ãrjan Nyland,0,0,0,0,0,0,0,0,0,0,0,2589205,0,-144346,2,0,3.6666666666666665,35,GK,0.0,0.0,0.0,0.0,40,0.0,3.0,2,1,0,0,0,1
391,Ahmed El-Sayed Hegazy,0,0,0,0,0,0,0,0,0,0,0,69176,0,-1823,3,0,3.6666666666666665,414,DEF,0.0,0.0,0.0,0.0,41,0.0,3.0,18,0,1,0,0,2
392,Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,976,0,809,1,0,3.6666666666666665,639,GK,0.0,0.0,0.0,0.0,40,0.0,3.0,18,1,0,0,0,1
393,Branislav Ivanovic,0,0,11,0,5,0,0,0,0,0,0,52263,2,-2661,3,0,3.6666666666666665,530,DEF,0.6,0.8,7.6,0.0,45,0.1761904761904762,3.0,18,0,1,0,0,2
394,Callum Robinson,2,1,66,0,18,0,0,0,0,0,0,262809,18,35101,3,0,3.6666666666666665,358,FWD,34.6,5.4,17.2,2.0,54,0.7571428571428571,3.0,18,0,0,0,1,4
395,Cedric Kipre,0,0,0,0,0,0,0,0,0,0,0,21140,0,-147,3,0,3.6666666666666665,499,DEF,0.0,0.0,0.0,0.0,43,0.0,3.0,18,0,1,0,0,2
396,Charlie Austin,0,0,1,0,2,0,0,0,0,0,0,89176,2,-2638,3,0,3.6666666666666665,415,FWD,1.8,2.0,2.4,16.0,51,0.09047619047619047,3.0,18,0,0,0,1,4
397,Cheikh Diaby,0,0,0,0,0,0,0,0,0,0,0,12413,0,3197,2,0,3.75,621,FWD,0.0,0.0,0.0,0.0,45,0.0,3.0,18,0,0,0,1,4
398,Conor Gallagher,0,0,41,0,12,0,0,0,0,0,0,44831,6,-4673,3,2,3.6666666666666665,544,MID,4.8,3.2,17.8,9.0,55,0.5714285714285714,3.0,18,0,0,1,0,3
399,Conor Townsend,0,0,0,0,0,0,0,0,0,0,0,37479,0,-1403,3,0,3.6666666666666665,418,DEF,0.0,0.0,0.0,0.0,44,0.0,3.0,18,0,1,0,0,2
